Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item,Claim Amount,Status,Close Amount,Disposition,Day Differences,Amount Differences
2005101994880,2005-10-13 00:00:00,2005-09-17 00:00:00,CLT,Charlotte/Douglas International Airport,Air Tran Airlines(do not use),Passenger Property Loss,Checked Baggage,Medicines,738.35,Denied,0.0,Deny,26.0,738.35
2005070688306,2005-06-30 00:00:00,2005-05-23 00:00:00,SMF,Sacramento International Airport,UAL,Passenger Property Loss,Checked Baggage,Cameras - Digital,271.17,Denied,0.0,Deny,38.0,271.17
0728061M,2003-07-28 00:00:00,2003-06-28 00:00:00,IAD,Washington Dulles International,UAL,Passenger Property Loss,Checkpoint,Cameras - Digital,170.48,Denied,0.0,Deny,30.0,170.48
2004093064282,2004-09-23 00:00:00,2004-07-25 00:00:00,PHX,Phoenix Sky Harbor International,America West,Passenger Theft,Checked Baggage,Cameras - Digital,278.95,Settled,97.72,Settle,60.0,181.23
2005022376636,2005-01-27 00:00:00,2004-11-06 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),300.0,Denied,0.0,Deny,82.0,300.0
2005062787365,2005-06-20 00:00:00,2005-06-01 00:00:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,140.85,Settled,70.43,Settle,19.0,70.41999999999999
0226027L,2003-02-26 00:00:00,2003-02-07 00:00:00,DEN,Denver International Airport,Northwest Airlines,Property Damage,Checked Baggage,Cameras - Digital,150.0,Approved,150.0,Approve in Full,19.0,0.0
2007112035258,2007-11-19 00:00:00,2007-11-14 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,MP3 Players-(iPods; etc); Other,567.92,Settled,283.96,Settle,5.0,283.96
2008120553163,2008-12-02 00:00:00,2008-11-21 00:00:00,BNA,Nashville International,Continental Airlines,Passenger Property Loss,Checked Baggage,Other,85.0,Denied,0.0,Deny,11.0,85.0
2008121253381,2008-12-10 00:00:00,2008-11-20 00:00:00,PHL,Philadelphia International Airport,USAir,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),200.0,Denied,0.0,Deny,20.0,200.0
2009060259767,2009-06-03 00:00:00,2009-02-16 00:00:00,PDX,Portland International,Alaska Airlines,Property Damage,Checked Baggage,Computer - Laptop,603.75,Denied,0.0,Deny,107.0,603.75
2006041204390,2006-03-30 00:00:00,2006-03-25 00:00:00,LAS,McCarran International,America West,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,119.35,Denied,0.0,Deny,5.0,119.35
1002061M,2003-10-02 00:00:00,2003-06-14 00:00:00,SJC,Norman Y Mineta San Jose International,Southwest Airlines,Property Damage,Checked Baggage,Locks,50.0,Denied,0.0,Deny,110.0,50.0
1205660M,2003-12-05 00:00:00,2003-05-19 00:00:00,TUS,Tucson International,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),20.0,Approved,20.0,Approve in Full,200.0,0.0
2007021621103,2007-02-14 00:00:00,2007-01-21 00:00:00,ONT,Ontario International,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),69.0,Settled,50.0,Settle,24.0,19.0
2008073047699,2008-06-02 00:00:00,2008-05-07 00:00:00,ONT,Ontario International,USAir,Passenger Property Loss,Checked Baggage,Locks; Other,12.0,Denied,0.0,Deny,26.0,12.0
2005112196330,2005-11-09 00:00:00,2005-11-09 00:00:00,BOS,Boston (Logan) International Airport,Jet Blue,Property Damage,Checked Baggage,Musical Instruments - Other - Over $250,899.0,Settled,630.0,Settle,0.0,269.0
2004112667839,2004-09-12 00:00:00,2004-09-18 00:00:00,ORD,Chicago O'Hare International Airport,Scandinavian Airlines Systems,Property Damage,Checked Baggage,Luggage (all types including footlockers),200.0,Denied,0.0,Deny,-6.0,200.0
2008020539107,2008-01-28 00:00:00,2007-10-20 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cell Phones; Other,148.98,Denied,0.0,Deny,100.0,148.98
2006101313984,2006-10-02 00:00:00,2006-09-08 00:00:00,FAY,Fayetteville Regional,USAir,Property Damage,Checkpoint,Computer - Laptop,64.99,Approved,64.99,Approve in Full,24.0,0.0
2008123053884,2008-12-23 00:00:00,2008-11-13 00:00:00,BHM,Birmingham International Airport,Southwest Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Luggage (all types including footlockers),350.0,Denied,0.0,Deny,40.0,350.0
2008122253712,2009-01-08 00:00:00,2008-11-26 00:00:00,LAX,Los Angeles International Airport,American Airlines,Property Damage,Checked Baggage,Computer - Laptop,400.11,Denied,0.0,Deny,43.0,400.11
0205064M,2004-02-05 00:00:00,2004-01-17 00:00:00,MCO,Orlando International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,1487.0,Approved,1487.0,Approve in Full,19.0,0.0
2008040341800,2008-03-24 00:00:00,2008-03-02 00:00:00,F,Foreign airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Brushes - Hair; Clothes; etc.; Eyeglasses - (including contact lenses),199.57,Denied,0.0,Deny,22.0,199.57
2008120553165,2008-12-03 00:00:00,2008-11-16 00:00:00,JAX,Jacksonville International,Continental Airlines,Passenger Property Loss,Checked Baggage,Other,51.93,Denied,0.0,Deny,17.0,51.93
2005071889169,2005-07-15 00:00:00,2005-07-07 00:00:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,69.95,Settled,34.98,Settle,8.0,34.970000000000006
2008010337272,2007-12-28 00:00:00,2007-12-26 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Medicines,164.99,Denied,0.0,Deny,2.0,164.99
2008010437336,2007-12-26 00:00:00,2007-11-23 00:00:00,MDW,Midway International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,DVD/CD Players,164.84,Denied,0.0,Deny,33.0,164.84
2006113016501,2006-11-27 00:00:00,2006-10-31 00:00:00,CAK,Akron-Canton Regional,Air Tran Airlines(do not use),Property Damage,Checked Baggage,Locks; Luggage (all types including footlockers),169.0,Denied,0.0,Deny,27.0,169.0
2005110395554,2005-10-25 00:00:00,2005-09-21 00:00:00,OKC,Will Rogers World,American Airlines,Passenger Property Loss,Checked Baggage,Locks,10.0,Approved,10.0,Approve in Full,34.0,0.0
2008101451076,2008-10-08 00:00:00,2008-09-28 00:00:00,CLT,Charlotte/Douglas International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,Locks,20.0,Denied,0.0,Deny,10.0,20.0
1117014M,2003-11-17 00:00:00,2003-09-12 00:00:00,MIA,Miami International Airport,Delta Air Lines,Property Damage,Checked Baggage,Locks,195.4,Denied,0.0,Deny,66.0,195.4
2005051684693,2005-05-11 00:00:00,2005-04-30 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,472.45,Settled,152.12,Settle,11.0,320.33
2007012319147,2007-01-16 00:00:00,2006-12-31 00:00:00,VPS,Okaloosa/ Northwest Florida,Delta Air Lines,Passenger Property Loss,Checked Baggage,Toys (game systems; cartridges; radio controlled cars; etc.),365.46,Denied,0.0,Deny,16.0,365.46
2009061060005,2009-06-08 00:00:00,2009-05-25 00:00:00,MEM,Memphis International Airport,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),100.0,Settled,10.0,Settle,14.0,90.0
2005041282289,2005-04-12 00:00:00,2005-03-06 00:00:00,MIA,Miami International Airport,USAir,Passenger Property Loss,Checked Baggage,Luggage (all types including footlockers),30.0,Approved,30.0,Approve in Full,37.0,0.0
2006112816269,2006-11-16 00:00:00,2006-11-02 00:00:00,PHX,Phoenix Sky Harbor International,American Airlines,Passenger Property Loss,Checked Baggage,Locks,35.94,Denied,0.0,Deny,14.0,35.94
2006101614062,2006-10-10 00:00:00,2006-09-08 00:00:00,OXR,Oxnard,UAL,Passenger Property Loss,Checked Baggage,Other,26.75,Denied,0.0,Deny,32.0,26.75
0311104M,2004-03-11 00:00:00,2004-02-23 00:00:00,MSP,Minneapolis/ St.Paul International Airport,USAir,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,191.45,Approved,191.45,Approve in Full,17.0,0.0
2005122198201,2005-12-14 00:00:00,2005-11-29 00:00:00,JFK,John F. Kennedy International,Delta Air Lines,Passenger Property Loss,Checkpoint,Clothing - Shoes; belts; accessories; etc.,180.0,Settled,90.0,Settle,15.0,90.0
2004122270490,2004-11-15 00:00:00,2004-09-23 00:00:00,BDL,Bradley International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),120.0,Approved,120.0,Approve in Full,53.0,0.0
2008111452207,2008-10-27 00:00:00,2008-10-23 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Camping Equipment & Supplies,129.95,Denied,0.0,Deny,4.0,129.95
2004062156569,2004-05-27 00:00:00,2004-04-11 00:00:00,FNT,Bishop International; Flint,AirTran Airlines,Property Damage,Checked Baggage,Cameras - Digital,395.99,Settled,197.99,Settle,46.0,198.0
2007101533381,2007-10-15 00:00:00,2007-09-28 00:00:00,LAS,McCarran International,USAir,Passenger Property Loss,Checked Baggage,Medicines,134.68,Denied,0.0,Deny,17.0,134.68
2008072447322,2008-07-18 00:00:00,2008-06-26 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Costume,32.0,Denied,0.0,Deny,22.0,32.0
2008040842032,2008-03-26 00:00:00,2008-03-15 00:00:00,PHX,Phoenix Sky Harbor International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,40.28,Denied,0.0,Deny,11.0,40.28
2009082562943,2009-08-21 00:00:00,2009-07-21 00:00:00,BOS,Boston (Logan) International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,45.0,Denied,0.0,Deny,31.0,45.0
2007022321468,2007-02-13 00:00:00,2006-12-14 00:00:00,PHX,Phoenix Sky Harbor International,America West,Property Damage,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Locks,312.78,Denied,0.0,Deny,61.0,312.78
2007112935667,2007-11-28 00:00:00,2007-11-10 00:00:00,IAD,Washington Dulles International,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,430.0,Denied,0.0,Deny,18.0,430.0
2008121253374,2008-12-10 00:00:00,2008-11-17 00:00:00,JFK,John F. Kennedy International,Jet Blue,Property Damage,Checked Baggage,Luggage (all types including footlockers),208.95,Denied,0.0,Deny,23.0,208.95
2008060945394,2008-07-07 00:00:00,2008-05-12 00:00:00,GRK,Kileen - Ft. Hood Regional,Continental Airlines,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,40.0,Approved,40.0,Approve in Full,56.0,0.0
0105660M,2004-01-05 00:00:00,2003-11-28 00:00:00,ORD,Chicago O'Hare International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,500.0,Settled,250.0,Settle,38.0,250.0
2004052853844,2004-04-21 00:00:00,2004-03-23 00:00:00,GEG,Spokane International,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,70.0,Approved,70.0,Approve in Full,29.0,0.0
2007082330748,2007-08-23 00:00:00,2007-08-16 00:00:00,LAS,McCarran International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,124.65,Approved,124.65,Approve in Full,7.0,0.0
2009031055992,2009-02-12 00:00:00,2008-12-10 00:00:00,SAT,San Antonio International,American Airlines,Passenger Property Loss,Checked Baggage,Locks,34.88,Denied,0.0,Deny,64.0,34.88
2009112565740,2009-11-12 00:00:00,2009-10-14 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Other; Scissors; Shears (other than electric),436.05,Denied,0.0,Deny,29.0,436.05
2005082991678,2005-08-23 00:00:00,2005-06-21 00:00:00,PHX,Phoenix Sky Harbor International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,49.8,Approved,49.8,Approve in Full,63.0,0.0
2008112852899,2008-11-24 00:00:00,2008-11-06 00:00:00,BOI,Boise Air Terminal/Gowen Field,Southwest Airlines,Passenger Property Loss,Checked Baggage,Flashlights,27.09,Approved,27.09,Approve in Full,18.0,0.0
1205009M,2003-12-05 00:00:00,2003-08-25 00:00:00,SNA,John Wayne,UAL,Property Damage,Checked Baggage,Locks,31.94,Denied,0.0,Deny,102.0,31.94
2004062857595,2004-05-27 00:00:00,2004-05-02 00:00:00,LGA,LaGuardia,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,390.52,Settled,175.0,Settle,25.0,215.51999999999998
2005111696159,2005-11-04 00:00:00,2005-10-08 00:00:00,DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,Fish/Game,154.94,Denied,0.0,Deny,27.0,154.94
2007072328899,2007-07-23 00:00:00,2007-07-14 00:00:00,IAD,Washington Dulles International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cell Phones; Watches - Expensive more than $100,600.0,Denied,0.0,Deny,9.0,600.0
0714522M,2003-07-09 00:00:00,2003-05-07 00:00:00,PHX,Phoenix Sky Harbor International,American Airlines,Property Damage,Checked Baggage,Locks,89.99,Approved,89.99,Approve in Full,63.0,0.0
2006080110316,2006-07-28 00:00:00,2006-07-23 00:00:00,LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,15.0,Denied,0.0,Deny,5.0,15.0
2006121417082,2006-11-28 00:00:00,2006-11-26 00:00:00,TUL,Tulsa International Airport,UAL,Passenger Property Loss,Checked Baggage,Locks,27.9,Approved,27.9,Approve in Full,2.0,0.0
2008013038844,2008-01-22 00:00:00,2007-12-21 00:00:00,MHT,Manchester Regional Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Alcoholic beverages,31.99,Denied,0.0,Deny,32.0,31.99
2006122818086,2006-12-26 00:00:00,2006-10-16 00:00:00,IFP,Laughlin/Bullhead International Airport,Sun Country Airlines Inc,Property Damage,Checked Baggage,Other,60.7,Settled,35.95,Settle,71.0,24.75
2009010754210,2009-01-02 00:00:00,2008-12-20 00:00:00,LAX,Los Angeles International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Handbags & Purses (leather or fabric); Jewelry - Fine,296.83,Denied,0.0,Deny,13.0,296.83
2007060726554,2007-06-04 00:00:00,2007-05-28 00:00:00,FSM,Fort Smith Municipal,American Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Dishes; Pottery; Glassware; Plasticware,50.39,Denied,0.0,Deny,7.0,50.39
2007080929931,2007-08-02 00:00:00,2007-05-10 00:00:00,GSO,Piedmont Triad International Airport,USAir,Property Damage,Checkpoint,Baby - Strollers; car seats; playpen; etc.,256.19,Settled,128.1,Settle,84.0,128.09
2009102864820,2009-10-20 00:00:00,2009-10-08 00:00:00,MDW,Midway International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,104.81,Denied,0.0,Deny,12.0,104.81
2007021621054,2007-02-12 00:00:00,2007-02-04 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,UAL,Passenger Property Loss,Checked Baggage,Jewelry - Costume,50.0,Denied,0.0,Deny,8.0,50.0
2006020801132,2006-02-01 00:00:00,2006-01-12 00:00:00,BDL,Bradley International Airport,Delta (Song),Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,104.94,Approved,104.94,Approve in Full,20.0,0.0
2007062127272,2007-06-20 00:00:00,2007-04-11 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,10.59,Approved,10.59,Approve in Full,70.0,0.0
2006011899796,2006-01-10 00:00:00,2005-12-30 00:00:00,MCO,Orlando International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),200.0,Denied,0.0,Deny,11.0,200.0
2005091992799,2005-09-09 00:00:00,2005-08-14 00:00:00,SGF,Springfield-Branson National Airport,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),99.99,Denied,0.0,Deny,26.0,99.99
2009112465670,2009-11-12 00:00:00,2009-10-27 10:30:00,CMH,Port Columbus International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Flashlights,25.0,Denied,0.0,Deny,15.0,25.0
2007020620350,2007-02-02 00:00:00,2006-12-26 00:00:00,SNA,John Wayne,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,10.77,Approved,10.77,Approve in Full,38.0,0.0
2005052385260,2005-05-19 00:00:00,2005-03-16 00:00:00,LAX,Los Angeles International Airport,UAL,Property Damage,Checked Baggage,Cameras - Digital,941.52,Approved,941.52,Approve in Full,64.0,0.0
2008041642667,2008-04-04 00:00:00,2008-03-28 00:00:00,ASE,Aspen Pitkin County Sardy Field,UAL,Property Damage,Checked Baggage,Sporting Equipment & Supplies (footballs; parachutes; etc.),475.74,Denied,0.0,Deny,7.0,475.74
2005040681682,2005-04-05 00:00:00,2005-03-14 00:00:00,CRP,Corpus Christi International,Southwest Airlines,Property Damage,Checkpoint,Luggage (all types including footlockers),27.0,Denied,0.0,Deny,22.0,27.0
2007021621044,2007-02-12 00:00:00,2006-12-09 00:00:00,CLE,Cleveland Hopkins International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Watches - Expensive more than $100,150.0,Settled,75.0,Settle,65.0,75.0
2009032656959,2009-03-13 00:00:00,2009-02-22 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,300.0,Denied,0.0,Deny,19.0,300.0
2007112735503,2007-11-19 00:00:00,2007-10-24 00:00:00,TPA,Tampa International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Other,80.0,Denied,0.0,Deny,26.0,80.0
2008030540463,2008-02-25 00:00:00,2008-02-06 00:00:00,SLC,Salt Lake City International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cell Phones,30.0,Denied,0.0,Deny,19.0,30.0
2005012173901,2004-12-28 00:00:00,2004-11-26 00:00:00,IAH,Houston - George Bush Intercontinental Airport,UAL,Passenger Property Loss,Checked Baggage,Other,85.0,Denied,0.0,Deny,32.0,85.0
2006042505204,2006-04-14 00:00:00,2006-03-24 00:00:00,FNT,Bishop International; Flint,Northwest Airlines,Passenger Property Loss,Checked Baggage,Locks,10.0,Approved,10.0,Approve in Full,21.0,0.0
2004123071915,2004-12-01 00:00:00,2004-10-10 00:00:00,LAS,McCarran International,American Airlines,Passenger Property Loss,Checked Baggage,Currency,38.5,Approved,38.5,Approve in Full,52.0,0.0
